method,n,qber_label,p_true,p_est,trial,leaked_bits,syndrome_rate,claimed_success,correct,undetected_error,net_key_fraction,time_s,work_units,variant,model
LDPC,1000,6%,0.0638705035971223,0.06287769784172662,56,500,0.5,True,True,False,0.5,0.00324147500032268,5,aware-pipeline,depolarizing
LDPC,1000,6%,0.0638705035971223,0.06287769784172662,57,500,0.5,True,True,False,0.5,0.006593279000298935,16,uniform,depolarizing
LDPC,1000,6%,0.0638705035971223,0.06287769784172662,57,500,0.5,True,True,False,0.5,0.005661183000484016,13,aware-same-rate,depolarizing
LDPC,1000,6%,0.0638705035971223,0.06287769784172662,57,500,0.5,True,True,False,0.5,0.005680363001374644,13,aware-pipeline,depolarizing
LDPC,1000,6%,0.0638705035971223,0.06287769784172662,58,500,0.5,True,True,False,0.5,0.004767992999404669,10,uniform,depolarizing
LDPC,1000,6%,0.0638705035971223,0.06287769784172662,58,500,0.5,True,True,False,0.5,0.003850614000839414,7,aware-same-rate,depolarizing
LDPC,1000,6%,0.0638705035971223,0.06287769784172662,58,500,0.5,True,True,False,0.5,0.003845192999506253,7,aware-pipeline,depolarizing
LDPC,1000,6%,0.0638705035971223,0.06287769784172662,59,500,0.5,True,True,False,0.5,0.005361498000638676,12,uniform,depolarizing
LDPC,1000,6%,0.0638705035971223,0.06287769784172662,59,500,0.5,True,True,False,0.5,0.00446287900012976,9,aware-same-rate,depolarizing
LDPC,1000,6%,0.0638705035971223,0.06287769784172662,59,500,0.5,True,True,False,0.5,0.004429040000104578,9,aware-pipeline,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,0,600,0.6,True,True,False,0.4,0.009913067000525189,24,uniform,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,0,600,0.6,True,True,False,0.4,0.005519378000826691,11,aware-same-rate,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,0,600,0.6,True,True,False,0.4,0.0056233880004583625,11,aware-pipeline,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,1,600,0.6,True,True,False,0.4,0.006245927001145901,13,uniform,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,1,600,0.6,True,True,False,0.4,0.0045666049991268665,8,aware-same-rate,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,1,600,0.6,True,True,False,0.4,0.0045835650016670115,8,aware-pipeline,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,2,600,0.6,True,True,False,0.4,0.0042724100003397325,7,uniform,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,2,600,0.6,True,True,False,0.4,0.0036921950013493188,5,aware-same-rate,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,2,600,0.6,True,True,False,0.4,0.003595197000322514,5,aware-pipeline,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,3,600,0.6,True,True,False,0.4,0.0061964079995959764,13,uniform,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,3,600,0.6,True,True,False,0.4,0.005499000000781962,11,aware-same-rate,depolarizing
LDPC,1000,10%,0.10176978417266187,0.10158273381294965,3,600,0.6,True,True,False,0.4,0.005523646001165616,11,aware-pipeline,depolarizing
