method,n,qber_label,p_true,p_est,trial,leaked_bits,syndrome_rate,claimed_success,correct,undetected_error,net_key_fraction,time_s,work_units
LDPC,32,1%,0.009229349330872173,0.009615384615384616,44,6,0.1875,True,True,False,0.8125,6.261199996515643e-05,1
GRAND,32,1%,0.009229349330872173,0.009615384615384616,44,19,0.59375,True,True,False,0.40625,1.2904999493912328e-05,1
LDPC,32,1%,0.009229349330872173,0.009615384615384616,45,6,0.1875,True,True,False,0.8125,5.980200057820184e-05,1
GRAND,32,1%,0.009229349330872173,0.009615384615384616,45,19,0.59375,True,True,False,0.40625,1.2240999240020756e-05,1
LDPC,32,1%,0.009229349330872173,0.009615384615384616,46,6,0.1875,True,True,False,0.8125,5.8370000260765664e-05,1
GRAND,32,1%,0.009229349330872173,0.009615384615384616,46,19,0.59375,True,True,False,0.40625,1.2573999811138492e-05,1
LDPC,32,1%,0.009229349330872173,0.009615384615384616,47,6,0.1875,True,True,False,0.8125,5.787999998574378e-05,1
GRAND,32,1%,0.009229349330872173,0.009615384615384616,47,19,0.59375,True,True,False,0.40625,1.2444999811123125e-05,1
LDPC,32,1%,0.009229349330872173,0.009615384615384616,48,6,0.1875,True,True,False,0.8125,5.8442999943508767e-05,1
GRAND,32,1%,0.009229349330872173,0.009615384615384616,48,19,0.59375,True,True,False,0.40625,1.2369000614853576e-05,1
LDPC,32,1%,0.009229349330872173,0.009615384615384616,49,6,0.1875,False,False,False,0.0,0.0038764339997214847,120
GRAND,32,1%,0.009229349330872173,0.009615384615384616,49,19,0.59375,True,True,False,0.40625,0.00013905200012231944,403
LDPC,32,1%,0.009229349330872173,0.009615384615384616,50,6,0.1875,True,True,False,0.8125,6.291000045166584e-05,1
GRAND,32,1%,0.009229349330872173,0.009615384615384616,50,19,0.59375,True,True,False,0.40625,1.2923999747727066e-05,1
