method,n,qber_label,p_true,p_est,trial,leaked_bits,syndrome_rate,claimed_success,correct,undetected_error,net_key_fraction,time_s,work_units
GRAND,64,6%,0.06486860304287691,0.061625941293991085,26,38,0.59375,True,True,False,0.40625,0.004970579000655562,20381
LDPC,64,6%,0.06486860304287691,0.061625941293991085,27,32,0.5,True,True,False,0.5,0.00012204400081827771,2
GRAND,64,6%,0.06486860304287691,0.061625941293991085,27,38,0.59375,True,True,False,0.40625,0.00922425699991436,39279
LDPC,64,6%,0.06486860304287691,0.061625941293991085,28,32,0.5,False,False,False,0.0,0.004064368999934231,120
GRAND,64,6%,0.06486860304287691,0.061625941293991085,28,38,0.59375,True,True,False,0.40625,0.13208211600067443,576139
LDPC,64,6%,0.06486860304287691,0.061625941293991085,29,32,0.5,True,True,False,0.5,0.0003338090000397642,5
GRAND,64,6%,0.06486860304287691,0.061625941293991085,29,38,0.59375,True,True,False,0.40625,0.11578894400008721,522921
LDPC,200,6%,0.06486860304287691,0.061625941293991085,0,120,0.6,True,True,False,0.4,0.0005174909993002075,3
GRAND,200,6%,0.06486860304287691,0.061625941293991085,0,83,0.415,False,False,False,0.0,0.4066759549996277,2000000
LDPC,200,6%,0.06486860304287691,0.061625941293991085,1,120,0.6,True,True,False,0.4,0.00036567300048773177,3
GRAND,200,6%,0.06486860304287691,0.061625941293991085,1,83,0.415,False,False,False,0.0,0.40730692299985094,2000000
LDPC,200,6%,0.06486860304287691,0.061625941293991085,2,120,0.6,True,True,False,0.4,0.00035204100004193606,2
GRAND,200,6%,0.06486860304287691,0.061625941293991085,2,83,0.415,False,False,False,0.0,0.4083240009995279,2000000
LDPC,200,6%,0.06486860304287691,0.061625941293991085,3,120,0.6,True,True,False,0.4,0.00040008000087254914,3
GRAND,200,6%,0.06486860304287691,0.061625941293991085,3,83,0.415,False,False,False,0.0,0.3979153739992398,2000000
LDPC,200,6%,0.06486860304287691,0.061625941293991085,4,120,0.6,True,True,False,0.4,0.00046024200037209084,5
GRAND,200,6%,0.06486860304287691,0.061625941293991085,4,83,0.415,False,False,False,0.0,0.4170250980005221,2000000
