method,n,qber_label,p_true,p_est,trial,leaked_bits,syndrome_rate,claimed_success,correct,undetected_error,net_key_fraction,time_s,work_units,budget
GRAND,32,1%,0.009229349330872173,0.009615384615384616,1,19,0.59375,True,True,False,0.40625,1.0986999768647365e-05,1,100000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,1,19,0.59375,True,True,False,0.40625,1.1033000191673636e-05,1,1000000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,2,19,0.59375,True,True,False,0.40625,1.783500010787975e-05,15,10000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,2,19,0.59375,True,True,False,0.40625,1.7162999938591383e-05,15,100000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,2,19,0.59375,True,True,False,0.40625,1.6568000319239218e-05,15,1000000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,3,19,0.59375,True,True,False,0.40625,0.00014769500012334902,457,10000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,3,19,0.59375,True,True,False,0.40625,0.00014470099995378405,457,100000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,3,19,0.59375,True,True,False,0.40625,0.00014340999950945843,457,1000000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,4,19,0.59375,True,True,False,0.40625,1.718499970593257e-05,9,10000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,4,19,0.59375,True,True,False,0.40625,1.5106999853742309e-05,9,100000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,4,19,0.59375,True,True,False,0.40625,1.4291999832494184e-05,9,1000000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,5,19,0.59375,True,True,False,0.40625,1.1998000445601065e-05,1,10000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,5,19,0.59375,True,True,False,0.40625,1.1171000551257748e-05,1,100000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,5,19,0.59375,True,True,False,0.40625,1.1031000212824438e-05,1,1000000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,6,19,0.59375,True,True,False,0.40625,1.1432000064814929e-05,1,10000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,6,19,0.59375,True,True,False,0.40625,1.0773999747470953e-05,1,100000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,6,19,0.59375,True,True,False,0.40625,1.0497999937797431e-05,1,1000000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,7,19,0.59375,True,True,False,0.40625,1.7790999663702678e-05,11,10000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,7,19,0.59375,True,True,False,0.40625,1.6044000403780956e-05,11,100000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,7,19,0.59375,True,True,False,0.40625,1.5437000001838896e-05,11,1000000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,8,19,0.59375,True,True,False,0.40625,1.164700006484054e-05,1,10000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,8,19,0.59375,True,True,False,0.40625,1.1324999832140747e-05,1,100000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,8,19,0.59375,True,True,False,0.40625,1.097899985325057e-05,1,1000000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,9,19,0.59375,True,True,False,0.40625,1.152200002252357e-05,1,10000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,9,19,0.59375,True,True,False,0.40625,1.0868000572372694e-05,1,100000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,9,19,0.59375,True,True,False,0.40625,1.0990000191668514e-05,1,1000000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,10,19,0.59375,True,True,False,0.40625,1.1500999789859634e-05,1,10000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,10,19,0.59375,True,True,False,0.40625,1.1064000318583567e-05,1,100000
GRAND,32,1%,0.009229349330872173,0.009615384615384616,10,19,0.59375,True,True,False,0.40625,1.0902000212809071e-05,1,1000000
