method,n,qber_label,p_true,p_est,trial,leaked_bits,syndrome_rate,claimed_success,correct,undetected_error,net_key_fraction,time_s,work_units,variant,scheme
LDPC,1000,6%,0.06617710212144637,0.06705539358600583,19,500,0.5,True,True,False,0.5,0.0391325999989931,13,uniform,A
LDPC,1000,6%,0.06617710212144637,0.06705539358600583,19,500,0.5,True,True,False,0.5,0.034305099998164224,14,aware-same-rate,A
LDPC,1000,6%,0.06617710212144637,0.06705539358600583,19,500,0.5,True,True,False,0.5,0.0334605999996711,14,aware-pipeline,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,0,600,0.6,False,False,False,0.0,0.431087100001605,120,uniform,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,0,600,0.6,False,False,False,0.0,0.31601140000202577,120,aware-same-rate,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,0,600,0.6,False,False,False,0.0,0.31222449999768287,120,aware-pipeline,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,1,600,0.6,True,True,False,0.4,0.029720300000917632,10,uniform,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,1,600,0.6,True,True,False,0.4,0.024333499997737817,8,aware-same-rate,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,1,600,0.6,True,True,False,0.4,0.0266773999974248,8,aware-pipeline,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,2,600,0.6,True,True,False,0.4,0.055094999999710126,17,uniform,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,2,600,0.6,True,True,False,0.4,0.04651430000012624,16,aware-same-rate,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,2,600,0.6,True,True,False,0.4,0.05501139999978477,16,aware-pipeline,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,3,600,0.6,True,True,False,0.4,0.03367389999766601,12,uniform,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,3,600,0.6,True,True,False,0.4,0.03066489999764599,8,aware-same-rate,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,3,600,0.6,True,True,False,0.4,0.028676800000539515,8,aware-pipeline,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,4,600,0.6,False,False,False,0.0,0.5475694999986445,120,uniform,A
LDPC,1000,10%,0.10048524928071456,0.09662640566430654,4,600,0.6,False,False,False,0.0,0.42317000000184635,120,aware-same-rate,A
